Review,Features
"Identical twin sisters Gwendolyn and Anora are complete opposites, but fierce friends nonetheless. Gwendolyn is the tomboy of the duo - even going so far as to cut her hair short and wear men's clothing, while Anora exudes a very feminine nature. As the eldest by minutes, Anora has been placed in an arranged marriage, but thankfully, it turned out to be a love match anyways. The night before her wedding, the two sneak out unchaperoned for one last sisterly moment of bonding, when the unthinkable happens and they are kidnapped by two wandering Vikings. They believe Gwendolyn to be male (in men's clothing and short hair) and take the duo back to their ship in repair, even though it is expressly forbidden by the captain, Hakon. From here on out, the story is about Hakon and his interaction with the 'brother' Garric and sister Anora. Gwendolyn continues her identity as Garric in hopes to keep Anora's virtue intact for her betrothed.Well, the one thing that attracted me to the story was the outline. As most of these stories go, I thought I could have predicted what happened, but unfortunately, I think my assumption was probably a better story than this. I found the story to be trite, shallow, messy, and incredibly misogynistic. I know well that most romance stories have a bit of misogyny in them, but this one was pretty thick with it.Let me start with the storytelling. It's messy in that it is constantly vacillating point of views. One paragraph is through Gwendolyn's eyes, the next is Hakon, and then the next one is some chambermaid in the same room giving her $0.02. So it goes on. It took me many chapters to get used to it. And yes, I did read the whole thing (mainly in hopes to see a redeeming quality in the couple).And the descriptions, whoa. Adverbs stacked on adjectives stacked on adverbs. I like description, but most of it felt forced or trite, as if there was a book of synonyms on the ready for *every* sentence.Also, the beginning of the story held a lot of completely unnecessary crap. If the story is not going to be about Wulfgar and Anora, maybe one should stop writing such intricate details about their history and the political notions of it all. When it doesn't last past the first few chapters, never to be touched upon again, I feel like my time is wasted with pointless words completely lacking in entertainment or reason.The twins' ruse was poorly written. I believe another reviewer noticed the same. How can the both be so incredibly fair and beautiful and gorgeous and gifts of the gods when one can be so easily mistaken for a young boy? I absolutely hated Hakon as a character, but it was laughable to read the spew of compliments he would bestow upon Anora, then hate so easily on Garric without any inkling of her identity, then praise Gwendolyn (as Anora) exactly the same - never the wiser! Yet every chapter some background character made a comment on how absolutely magnificent and awe-inspiring was the beauty of either...but only if they were in a dress. /eyeroll/ Put some pants on a girl and she's too mannish to believed to be a girl. Riiiiight.Now to the 'romance' of Gwendolyn and Hakon. Not once did I feel any genuine love between the two. For chapters, Hakon praises his affections and lust for Anora, from the very beginning. When they are first discovered on the ship, the reader anticipates a kind captain with morals, but instead the reader gets an arrogant warrior who's okay with raping and taking some hostages as slaves. While I get his reasons for not turning around and dropping the twins back off at England, did he really have to enforce slavery? Not only slavery, but insist on getting Anora to bed him as some kind of sex slave (incredibly confidently, I might add). I get that this was probably exactly the kind of man one would expect in this era, but it's not very attractive to read about in a romance novel. So not only is he constantly forcing his affections on an incredibly frightened Anora and just scaring the bejeezus out of her with his talks of forcing himself upon her, but he doesn't even get a whiff of difference when Anora and Gwendolyn change places. Absolutely nothing is amiss to him. The first night Hakon and Gwendolyn (as Anora) are together...it's just very...rape-y. He does force himself...but it's some kind of weird thing that Gwendolyn (all this time has completely hated and disgusted by this guy) just turns over like a cat in heat all of a sudden. I think, as a reader, one is supposed to just accept that her body knows what's best for her heart...or something like that? Even through the realization of love and all that, Hakon never knows who's who. I mean, I would think true love should at least be able to see a person past their indescribably beautiful body to fall in love with someone and then fall in love with an identical someone without realizing the difference. It just leaves the romance's credibility in the negative.This also applies to Gwendolyn. The reader does not come across her transition into loving him. She's wishy washy and just moody. She hates him because he took her and her sister as slaves away from her homeland! She loves him because he's great in the sack! She hates him because he's so mean to her when she's Garric. She loves him because just look at that hot, Viking body! Once she starts pretending to be Anora, all plans to escape home are just gone. Months are supposed to go by, and Anora is just sitting on her thumbs trusting her sister. I just don't get it. I don't get any precourse to love beyond lust or obligation/duty/honor above whatever it is that feels good.I mentioned the first scene of intimacy between Hakon and Gwendolyn are...rape-y. Well, the acceptance of rape was one of the biggest themes that disturbed me. It wasn't outright acceptance, per se, but it was darn close. The constant attempts to rape the twins were disheartening, but then to have the 'hero' consider it so much...yeah, not cool. One line from a background character left me doing double takes:""Whatever happened to the days when a Viking chieftain took a wench if he wanted her, and that was that! She closed her heavy-lidded eyes, a secret smile on her face, as she remembered her youth.""This particular quote in context implies that Hakon should just go ahead and rape Anora, because he's so good looking and rich and a spectacular lover, the rape will be null and void because the wench in question will love it.Yeah...this is just a horrible impression for a romance novel...and towards the 'good guy' especially.Again, I believe another reviewer also noticed the abundance of Gwendolyn's stupidity. Keep getting in trouble by walking around alone? Just keep doing it! Yeah! Not only is it a poor setup for danger, but it's also poor characterization. Need the heroine to come across the bad guy? Just write in there that she's walking around for funsies. Maybe she can not learn her lesson and do it again later...a few more times, at that.There was one line in an (albeit decent) scene of war: ""Acting on finely honed instincts..."" referring to Gwendolyn in fight. I literally laughed out loud. ""Finely honed"" indeed.A great line that's later in the book, after already been in danger numerous times:""Perhaps a walk would take her mind off the memories that continually plagued her. Aye, that was what she would do!""Such excitement for a walk!!! She must know that danger and excitement are ahead whenever she goes out alone! Good one, Gwennie!So why two stars instead of one? I read the whole thing and still hoped for a romantic redemption. I really wanted Hakon to be a decent guy. I really wanted true love to peek it's cute little head and yell, ""Surprise! I really AM here!"" If the story was just an outline, I would have enjoyed it better, because I really do like the premise. If only I had a trophy in poor execution...Lacking characters, lacking writing, overwrought descriptions, glorifying rape, zero hero/heroine presence...and thusly.Thank Odin it was free.","Identical twin sisters Gwendolyn and Anora are complete opposites, but fierce friends nonetheless. Gwendolyn is the tomboy of the duo - even going so far as to cut her"
"What you see is what you get. A XXX hot Laura Leigh book that will make you pant. If you are someone who is doing the rah rah for women's lib or any other political vent bent issue yelling syndrome, this is not the book for you, but if you are looking to get fired up by yourself or with your significant other for a hot between the sheets session, this will definitely help your agenda. Just remember this is not Jane Austin material and strictly for those over 18 or 21 depending on the state or country you live in.",A XXX hot Laura Leigh book that will make you pant. If you are someone who is doing the rah rah for women's lib or any other political vent bent issue yelling
"Can't imagine any Kindle owner not signing on for this freebie info source.  You get light, fast news items, quickie feature pieces, meaty author interviews, and goofy pictures of lava lamps and trendy adult beverages.  Fun stuff all.  Even the rhapsodic essays about failed, discontinued automobiles like the Gremlin and the Pacer (inexplicably, a regular feature) are growing on me.Even if you bought your Kindle just to read e-books and not get news and features (not me... I like everything the Kindle offers), sign up for this free blog generously offered by the Amazon powers-that-be.  At the very least, you'll enjoy the many book suggestions ""Amazon Daily"" will send your way.Note: Amazon frequently updates the presentation and functionality of Kindle blogs and periodicals, so as this review gets older, it may no longer accurately describe the current version of this product.","Can't imagine any Kindle owner not signing on for this freebie info source. You get light, fast news items, quickie feature pieces, meaty author interviews, and goofy pictures of lava lamps and trendy adult beverages"
"What a heartwarming story of Zsadist's continuing journey to reconcile the horrors of his past with the realities of his current life. His daughter Nalla's birth triggered these bad memories, obstructing his ability to form a relationship with her. The path he takes to transform his relationship is poignant and lovely. This is a short but delightful interlude with one of my favorite members of the Brotherhood.","This is a heartwarming story of Zsadist's continuing journey to reconcile the horrors of his past with the realities of his current life. His daughter Nalla's birth triggered these bad memories, "
Loved all the characters in each book cant wait for the next book in this series!!! truly a hot steamy page turner,Loved all the characters in each book can't wait for the next book in this series!!! truly a hot steamy page turner
"When I say this was hard to read, I mean that I had to push myself to finish reading the book.  It did pick up as it went on, but the beginning was dragging.  I figured that as long as I paid for the book I was going to finish reading it.  If I try to read another one of his books, I will get it from the library for free.","""When I say this was hard to read, I mean that I had to push myself to finish reading the book. It did pick up as it went on, but the beginning was dragging. I figured that as long as I paid for"
"This book is about a community of witches(or persons with magic powers) who begin to lose select members to a murderer. It's a decent plot, the characters are likeable, and the steamy scenes are hot enough, but it becomes way to simplistic in the end. It turns into a bad Scooby-Doo episode were the murderer steps forward and explains all there reasons and then is just taken away....umm yawn boring. There are some confusing paragraphs off and on where you don't know who is talking and who they are referring too otherwise the author can put together a decent sentence. It's mediocre I would be willing to try another book from this author but don't expect a lot. It was a fast read a couple of hours at most.","This book is about a community of witches(or persons with magic powers) who begin to lose select members to a murderer. It's a decent plot, the characters are likeable, and the steamy scenes are"
"Chloe's sister Zoe had twisted her ankle and was unable to meet an important client. She managed to persuade Chloe to cover for her, the only problem is Zoe's not the investment banker she's led people to believe, she's a dominatrix. And now Chloe finds her self dressed in a barely there leather outfit wondering what to do with the man standing in front of her.A very short and hot read, although the characters and plot would have been better with more detail and background.Also reviewed for affaire de coeur","Chloe's sister Zoe had twisted her ankle and was unable to meet an important client. She managed to persuade Chloe to cover for her, the only problem is Zoe's not"
"As an avid reader of Sci Fi and Christian authored books, I highly recomend this book and anything else by Mr Somers.  No namby pamby is James Somers!  He appears to understand the realities of life on this plane of Life.  This book is entertaining, provocative and makes the reader want to jump to his or her feet to cheer the heros and boo the bad guys!  Can hardly wait to read the sequels.  May we see many more works from the pen of James Somers.","Highly recomend this book and anything else by Mr Somers. No namby pamby is James Somers! He appears to understand the realities of life on this plane of Life. This book is entertaining, provocative and makes"
"Griffin is a man on flight. His family wants him dead and he has no one and no where to go. He is young and smart but in an post apocaliptic world he is alone. And one night, in an alley, he is shot dead. Or he thinks so. But then Jarrah arrives to help him.Jarrah is a vampire. A former doctor he cherishes the human life above all. And he hates himself to be a vampire. And like Griffin, he is alone.Griffin is immediately drawn by the vampire, better by the man, although it is the first time he feels sexual desire for a man. But it is not a gay thing, it is the need of a lonely soul to share its feeling. And doesn't matter if this soul is of a man. Love is above the gender.A very beautiful novel, very intimate and close: for the most part shared between the two characters, it has also very well written sex scenes.",Griffin is a man on flight. His family wants him dead and he has no one and no where to go. He is young and smart but in an post apocaliptic world he is alone. And one night
"I think it was Stephen King who once commented that his short stories (or novellas) were books that just never took enough shape and form to become a book. He tried to tease out more out of the story but there was just nothing more to pull out of the story.""The Babysitter's Code"" is not that. There is plenty more to add to this story. It just builds up to the point where the reader is getting in to the story and then it just.............................ends.Why?Don't know.Frustrating?Very.",The Babysitter's Code is not that. There is plenty more to add to this story. It just builds up to the point where the reader is getting in to the story and then it just.............................ends. Why? Don'
I thought the work was boring and a bit repetitive.  I also had no connection to the characters and got bored half way through.,I thought the work was boring and a bit repetitive. I also had no connection to the characters and got bored half way through.
Pretty nice little set of chargers for a good price.  I like to have an extra charger for my devices and this fits the bill nicely.,Nice little set of chargers for a good price. I like to have an extra charger for my devices and this fits the bill nicely.
I did not like this book very much. I am not really into a bunch of short stories all in one book.,I did not like this book very much. I am not really into a bunch of short stories all in one book.
"This is the first Star Wars novel I've read since the wonderfully adapted novelization of Revenge of the Sith by Matthew Stover. Sadly, Lost Tribe of the Sith: Precipice does not inspire me to continue reading expanded universe novels. While many readers find fault with the brief length of this novel, I found it to be the book's only saving grace (other than its price). Surprisingly, the characters in this novel are quite lackluster and are a far cry from the variety of Sith Lords we're accustomed to. Whereas the Sith Lords of the Star Wars films and previous EU books tend to be frightening figures, the 'humanized' Sith Lords in ""Precipice"" are poor ambassadors of the Dark Side of the Force.Perhaps this series will improve with successive books. But Precipice fails to deliver the kind of intriguing space opera that I love about Star Wars. Fortunately, Fate of the Jedi: Omen of which Precipice is only a prequel, appears to be a far more interesting read. As much as it pains me to say it, I would have a very difficult time recommending this book to anyone except the most die-hard Star Wars fan. Maybe John Jackson Miller will deliver the goods on the next go.","This is the first Star Wars novel I've read since the wonderfully adapted novelization of Revenge of the Sith by Matthew Stover. Sadly, Lost Tribe of the Sith: Precipice does not inspire me to"
"After reading Mr. Simon's first book (For Sale in Palm Springs"" I read ""Springtime in Sonora.""  I was definitely liking Henry Wright and the other characters more and more.  I was glad to see that Mr. Wright was continuing to move on in his life.  Even though there was just as much minutia in this story, the writing seemed a bit more interesting than the first book.  I would recommend trying Albert Simon's mysteries.","""Springtime in Sonora"" I read ""Springtime in Sonora"" I was definitely liking Henry Wright and the other characters more and more. I was glad to see that Mr. Wright was continuing to move on in his"
"So much of this is so dated, it's not worth reading. I read a bit of it when I was much younger (not yet a teenager), and there may be a good reason it is largely ignored.History is good, but often it's only historians of a literature who care.","This is dated, it's not worth reading. I read a bit of it when I was much younger (not yet a teenager), and there may be a good reason it is largely ignored.History is good,"
"As expected from the Mossy Creek ensemble, this anthology provides an entertaining insightful look at the south.  The fifteen tales are well written with each focusing on relationships made better by sharing sweet tea (no artificial ingredients allowed).  As this reviewer read two to three tales a night, the charming stories reminded me of the trial scene in My Cousin Vinnie in which Pesci as the defense lawyer describes how to cook grits as he actually uses that as a metaphor on life.  That is what the MORE SWEAT TEA and SWEET TEA gifts the audience.  Fans will find the anthology quite endearing and groundbreaking as these belles of the south now include a male contributor this time, (Mike Roberts) amidst the iron maidens with hearts who have provided strong regional short stories with a variety of regional recipes such as Aunt Sophie's Pennies from Heaven or Bubba's Chili that go well with MORE SWEET TEA.Harriet Klausner","This anthology is an entertaining, insightful look at the south. The fifteen tales are well written with each focusing on relationships made better by sharing sweet tea (no artificial ingredients allowed). As this reviewer read two to three tales"
"Drew finds out from his girlfriend's reading material that she has m&eacute;nage fantasies and decides to make it a reality for their one-year anniversary. He enrolls his best friend Brody to be the third partner, unaware that he's got some kind of thing for Sidney. While she's at first a bit startled, Sidney accepts this ""gift"" and things go amazingly well...at first.The m&eacute;nage scenes are definitely well done but more importantly, the story that deals with the complexity of everyone's feelings and the aftermath is even better. Everyone's perspectives are offered and woven seamlessly for such a short story. I really enjoyed it and plan to read Brody's story next.","The m&eacute;nage scenes are definitely well done but more importantly, the story that deals with the complexity of everyone's feelings and the aftermath is even better. Everyone's perspectives are offered and woven seamlessly for such "
"I thought this might be an interesting read but I couldn't get past page 3 for all the foul language. Next time the book description mentions that it contains ""foul Language"", I will be more selective in my choice of reading materials.","I thought this might be an interesting read but I couldn't get past page 3 for all the foul language. Next time the book description mentions that it contains ""foul Language"", I will be more selective in my choice of reading materials."
"I was not too happy with this one...I will not be continuing this series. So I can't in good faith say that I would recommend this read.The plot as well as the dialogue was simple. So simple that it's laughable. There was nothing enthralling to me about this story. The only good thing is that its really short. And thank God for that cos other wise I would not have finished it.It tries to come off as erotic but it doesn't even scratch the surface of sexy. And the course it takes to be able to open up future plots for this series is just ridiculous. I also get a feeling that Ms. Dohner took the male characters for this series and planted them into her New Species series and just expanded from there. While I would definitely recommend her New Species series, I can't recommend this book.",I was not too happy with this one...I will not be continuing this series. So I can't in good faith say that I would recommend this read.The plot as well as the dialogue was simple. So simple that it's laugh
"The first thing that stuck out for me in The Unmasking of Lady Loveless was the great characters. The author did a wonderful job in such a short piece of writing and I felt her talent really shone through for the genre.With an orginal storyline and interesting twists along the way, this historcial reeled me in and kept me enchanted right to the end.For those who rag on the length, you do realize this is a short? That's the whole point of The Undone Line. If you somehow feel ripped off, I suggest making yourself aware of that before buying.",The Unmasking of Lady Loveless was the great characters. The author did a wonderful job in such a short piece of writing and I felt her talent really shone through for the genre.With an orginal storyline and interesting
"Ok hmm.  I was excited about this book.I read it cover to cover so to speak .. in about 35 minutes.Bleh.Being the second book in the Jane Porter series, this picked up right where the first left off.Jane is a woman who was celibate for 2 years.  Apparently she is ""insatiable"" .. at least until Antonio awakened her desires.  In this book, their passionate D/s relationship has been enhanced by Santos, Antonio's best friend.  Yadda yadda ..It is one thing to write a series.  It is one thing to write a series of short novels.  It is a completely different thing to write a book that contains only a few scenes; most of which by the way, were your normal Joe Blow.  Seriously?I love this story.  I look forward to reading more.  The next book in this series, Reinventing Jane Porter is now on my kindle awaiting my attention.  I'm pretty bummed though.I like this author a lot, but if I can only look forward to 30 minute stories that cost $2-$4 .. I'm not sure it is worth it.I suppose I can recommend this MATURE book to adults only.  Strong sexual content.  Duh, right?  The length is very disappointing.  I'll let yall know about the third book.  If I write that review today .. I'll be totally bummed.","I was excited about this book.I read it cover to cover so to speak .. in about 35 minutes.Bleh.Being the second book in the Jane Porter series, this picked up right where the first left off.J"
"the characters were good, and I like the way the main character the detective and how it was love at first sight and how he gave it his all to bring the criminal to justice","the characters were good, and I like the way the main character the detective and how it was love at first sight and how he gave it his all to bring the criminal to justice"
"Just finished reading this book on my Kindle....Sounded promising from the cover but lets face it, this is no Diana Gabaldon...Unfortunately, this is a dull dull book, poorly written, no back bone, full of grammar, puntuation, orthograph mistakes. Very difficult to follow any kind of timeline or conversation between caracters for that matter and it does not improve as you read along. This book is a first draft that has never been edited by anyone but was published anyway. It is a sad story and it is pityful. This is my first bad review and I am sorry for it but it is not worth the $0.97 I paid for it.",This is a first draft that has never been edited by anyone but was published anyway. It is a sad story and it is pityful.
OMG !!! If you love humans that love to have a good test thenyou should totally read this book!!! 5 stars all the way baby!!!!,5 stars all the way baby!!!!
"At first, I was disappointed in the main female character. This is a ""my first love story"", this is what happen in our early life, and where is our meeting again going to take us.  The book was listed as Christian and because of the language I am giving it the three stars rating.","This is a ""my first love story"", this is what happen in our early life, and where is our meeting again going to take us. The book was listed as Christian and because of the language I am giving it the three stars rating."
"Even though I recently just found Ms. Andre as a writer of erotica and erotic, I absolutely love her books.  This one was no exception.  I enjoyed the premise of three friends on a weekend in wine country, CA.  The description of the vineyards and town made me want to visit the area.  Each character has about 1/3 of the book devoted to her; each story within the book was very good and different.  I loved the first two characters in the first and second parts: Carrie and Rose . . . absolutely fell in love with the chef for more reasons than one, gee he cooks!  Rose's story was the most believable to me (though who really cares how believable it was).  Vanessa was my least favorite character, matter of fact; I really didn't care for her at all until the end, then I changed my mind about her.  However, FOR ME, Vanessa's weekend was by far, one of the most erotic stories I have ever read . . . the words, scenarios and feelings portrayed were beautiful; at one point, I had tears running down my cheeks because the writing was so poignant . . . wow!  It's a keeper that I'll read over-and-over when I want to be entertained and on a 3-day getaway.","Loved the premise of three friends on a weekend in wine country, CA. The description of the vineyards and town made me want to visit the area. Each character has about 1/3 of the book devoted to her; each story within"
Did not cut it. Maybe I don't like the way Mr. Hewson writesNot enough to peak my interest. Sorry.,Did not cut it. Maybe I don't like the way Mr. Hewson writesNot enough to peak my interest. Sorry.
"I love this genre, but just couldn't get into this book at all.  In fact, I ended up giving up & just skimming it before deleting it.  I got it free & I'm glad - I would have been irriated if I had actually paid for this.Boring & completely ignorable.  jmho...","I love this genre, but just couldn't get into this book at all. In fact, I ended up giving up & just skimming it before deleting it. I got it free & I'm glad - I"
"In a sort of Romeo and Juliet spirit, Sydney (Juliet),  from a hunter family, falls in love with Jason (Romeo) a werewolf. She has dreamed of him over the years and meeting Jake in person, she falls in instant lust. They consume their relationship pretty quickly and he bites her, therefore starting her transformation into a full-fledged werewolf.Meanwhile, her father keeps trying to get her to hunt and kill werewolves.The hunters, who know full well the wolves they are trying to kill are human, are shown as uneducated rednecks, whose collective IQ is less than 100. The werewolves are not much better. Why they would want to run wild in the woods when they know they're in danger is never quite explained. One would think that they would have leaned to control their instinct in order to survive. Or at least do something to stop the hunt (politics, law-making and media relation anyone?)But there's worse. The relationship between Sidney and her father is unhealthy and made me cringe. She's an immature little girl looking for Daddy's attention and he does not listen nor takes her feelings seriously. Pathetic.I did not find anything funny about this story and recommend you skip it.",The werewolves are not much better. Why they would want to run wild in the woods when they know they're in danger is never quite explained. One would think that they would have leaned to control their instinct in order to survive.
"The story itself wasn't bad, but it was too short and the ending a bit of a disappointment. The author did a reasonable job with the wrap up but it just didn't fall together all too well. Not bad of a price tag for the content, though knocking an extra 50 cents off would have increased my rating. All in all not bad but too short.","The story itself wasn't bad, but it was too short and the ending a bit of a disappointment. The author did a reasonable job with the wrap up but it just didn't fall together all too well. Not bad of"
It was very nice but I was disappointed when I was at 50% and it was over...would have liked to have read more.,"It was very nice but I was disappointed when I was at 50% and it was over...would have liked to have read more."""
"not fair!  do we really have to read every little thing in the description to make sure one isn't being put ovr on us???  is it a short story just to introduce a real book??? is it a book that will come out by chapters?? etc....what ever happened to getting a book ment getting a whole book!! the samples are clearly marked and are nice but otherwise....seriously amazon! and if the author's have a say you need to speak up - people are not happy!! i gave it a two because it was well written, although i've read just as interesting short stories in high school/college. i wont buy his REAL books on principle!!",not fair! do we really have to read every little thing in the description to make sure one isn't being put ovr on us??? is it a short story just to introduce a real book??? is it a
"I thought this would be a pleasantly spine-tingling read for the Halloween season.  It was a good book, no question about it, but it didn't have the feeling of suspense and/or thrill that I was expecting from the description.  There was plenty of build-up regarding the wood, but very little actual action within the borders of the wood.  The story of the 'haunted' wood was more a backdrop (and deus ex machina, I'm afraid) for the story of Izzy and her abusive ex-husband.  Most readers will enjoy the story so long as they aren't expecting something more in line with 'horror'.  The writing was done well, the characters were believeable, though not always likeable (I personally did not LIKE Izzy at all, though I could sympathize with her), and Kindle formatting was fine.  The writing was worth probably 4 stars, but I took one off due to the fact that this was promoted as more of a 'horror' or 'suspense' genre, which it really wasn't.","It was a good book, no question about it, but it didn't have the feeling of suspense and/or thrill that I was expecting from the description. There was plenty of build-up regarding the wood, but very little"
"I thought this book started out fairly well.About half way through there came one plot element/device that pretty much occupied the rest of the story.That's okay, but not great.  It left me with the feeling that not too much happened.The world seemed a bit thin and there were few compelling allusions to anything greater and deeper churning within the as-yet-untold-story behind the story.I waffled a bit between a 3 & a 4 rating, but I did enjoy the read, so I opted for the 4.As other commenters mentioned, there's a lot of hiccups to the writing due to incorrect grammar and occasionally the narrative will shift very temporarily to first person and jolt the reader out of the story.There's also that horrible horrible war between 'effect' and 'affect' that is rampant within this book.  These words are commonly misused within the book, which obviously irritated other reviewers more than it did me, yet I was not completely immune.What bothered me more was the lack of characterization and rationale for the actions of certain characters.  Some characters seemed stupid-angry simply because it was the only way to advance the plot in the direction the author wanted.Obviously I liked the book in certain ways.  I liked the main character.  I liked the process in which he began making a place for himself in his world.  I liked the relationships he had with several of his peers (and I liked several of those peers).  I liked the general description of the world.  I even liked the beginning of the main conflict, and a bit of the middle of the main conflict (though it seemed to drag on at some points).The question is how much promise does this author and this series have?  Will I pay $2.99 for the second book in the series?Right now I'm leaning against it.But if my current stash of $0.99 fiction runs dry, it will be in the realm of possibility.","""I thought this book started out fairly well.About half way through there came one plot element/device that pretty much occupied the rest of the story. That's okay, but not great. It left me with the feeling that"
Not really what the title says.. He doesn't go out and just shoot people..  Well thought out and worth reading...,Not really what the title says.. He doesn't go out and just shoot people.. Well thought out and worth reading...
This book was well written and kept my attention from beginning to end. Revelation came alive and made me want to go to my heavenly home. What a great read!!!!,This book was well written and kept my attention from beginning to end. Revelation came alive and made me want to go to my heavenly home. This book was well written and kept my attention from beginning to end. Revelation came alive and made
"This is the story of Jek, who was like a sex god in The Empress' New Clothes. The title comes from what Jek tells Brynda when she reveals she has cancer and is given a short time to live. He tells her ""no fear"" as he explains how much more advanced his race is than Earth. Also this book is pretty short to be $8 but I love the series so its worth it.","This is the story of Jek, who was like a sex god in The Empress' New Clothes. The title comes from what Jek tells Brynda when she reveals she has cancer and is given"
It continues to amaze me how Verne could write stories and novels with such brilliant forethought and logic for the future.,It continues to amaze me how Verne could write stories and novels with such brilliant forethought and logic for the future.
"Heat of the Moment is the first book in the Out of Uniform series by author Elle Kennedy.If you are looking for a full length novel, look elsewhere.  This novella is just that -- a short story.  It comes in  at 78 pages according to Amazon and I want to mention that it is even shorter than that since the last 10 percent maybe of the book is previews for other stories.This is a sexy and short M/F/M menage read.  The main couple is John Garrett and Shelby Harper with the third person involved is Carson Scott. After pining for each other for a year, Shelby finally invites John and Carson up to her place after closing time.  She had the cafe open during a heat wave for the service men and she over hears Carson and John talking about how vanilla Shelby probably is.  Shelby is convinced to show them how un-vanilla she is by acting out her fantasy of two men at one time.I really enjoyed this short story and the writer made it believable.  While Carson was more of a third wheel in the story, he was a pivotal player in getting these two together.  Even though it does feature instant love after one night together with a small glitch of insecurities, I could actually see these two people together for the long haul.While it was in no means a book that will be above others, I will say that this short story was a great start to being introduced to this author for the first time.  If this had been a full length novel, I am sure it would have rated higher in my opinion. New readers of this author will get a quick thrill with John and Shelby and will be wanting to follow it up with the next novella in the series.","""Heat of the Moment"" is the first book in the Out of Uniform series by author Elle Kennedy.If you are looking for a full length novel, look elsewhere. This novella is just that -- a short story. It"
"Please note my overuse of adjectives in the title of this review.  This gives you a sense of the quality of the writing in this book although perhaps I should have used throbbing, steaming, pulsing and quivering to give a better illustration........the message is don't bother","This gives you a sense of the quality of the writing in this book although perhaps I should have used throbbing, steaming, pulsing and quivering to give a better illustration........the message is don't bother"
I love this series.  Lora Leigh is a fantastic author that really makes you feel for these characters.  I just get caught up on the errors.,I love this series. Lora Leigh is a fantastic author that really makes you feel for these characters. I just get caught up on the errors.
I enjoyed this book up until the ending.  I think the author could have been a little more descriptive when she brought this book to an end.,I enjoyed this book up until the ending. I think the author could have been a little more descriptive when she brought this book to an end.
"Well all I can say is that it was OK.  Not great, not awful.  I wish it had been better. However, it might do the trick for some short erotica.","Not great, not awful. I wish it had been better. However, it might do the trick for some short erotica."
"As I read this story I felt like a fan watching a crash at a NASCAR race. I kept trying to look away but I was drawn to see just how bad it could be. As 'Plan Nine From Outer Space' was to movies, this book is to Science Fiction.Stilted dialogue, complete ignorance of military aspects, one dimensional characters, abysmal grasp of science, a concept military vehicle that is so totally implausible that I laughed out loud, all blended together with a bizarre world view of how people behave. I kept thinking that the author was either brilliantly satirizing and mocking survivalist thinking or he was a horrifically bad writer. I still don't know.I gave the story two stars because the author made me determined to read book two of the series to find out.","'Plan Nine From Outer Space' is to Science Fiction.Stilted dialogue, complete ignorance of military aspects, one dimensional characters, abysmal grasp of science, a concept military vehicle that is so totally "
"I downloaded both this book and the Bootscootin' Box Set at the same time.  I barely made it through this book, though it was slightly better than the others in the series.  The rest of the series just gets more and more ridiculous as it goes along and I couldn't finish it.  I agree with the other reviewers who suggest a good editor.","I downloaded both this book and the Bootscootin' Box Set at the same time. I barely made it through this book, though it was slightly better than the others in the series. The rest of the series just gets more and more"
It was a great book and I was impressed.  A creative perspective on the way the other side thinks while still continuing a good story. A real page turner and I couldn't put it down.  Si bueno as Juan would say,It was a great book and I was impressed. A creative perspective on the way the other side thinks while still continuing a good story. A real page turner and I couldn't put it down. Si bueno as Juan
"Stan Morris - did a great job with this book: good description of characters, plot was great I had to keep reading wanting to make sure the kids was progressing! I liked how Mike aka Chief took charge even though he was the youngest.","great job with this book: good description of characters, plot was great I had to keep reading wanting to make sure the kids was progressing! I liked how Mike aka Chief took charge even though he was the youngest."
"As you can see by all of the reviews and the low ranking of this title, readers do not like this marketing tactic for ebooks.Samples may work well in the grocery store, but they do not fare the same when it comes to ebooks. We have the option to download samples to our ereaders.Potential readers will glance at this ebook in a list of options, see the two or one star average and keep on going. In the back of their mind they will think - this author must stink. Instead, I suggest publishers offer the main title for free - even for a limited time to drum up interest.","Readers will glance at this ebook in a list of options, see the two or one star average and keep on going. In the back of their mind they will think - this author must stink. Instead, I suggest publishers offer the main"
I liked this story a lot. It was a different kind of love story but I enjoyed the various twists and turns K.B. incorporated into it.,I loved this story a lot. It was a different kind of love story but I enjoyed the various twists and turns K.B. incorporated into it.
Since I have read almost all of Francis Ray's book Brenda seems to be an excellent writer and I truly enjoyed reading this book.  I think she will be my next author.,"I have read almost all of Francis Ray's book Brenda seems to be an excellent writer and I truly enjoyed reading this book. I think she will be my next author."""
"First of s all, it is not formatted right for kindle. Then, it foes not have the action I want. I made it 73 percent through and felt I wasted my time.","First of s all, it is not formatted right for kindle. Then, it foes not have the action I want. I made it 73 percent through and felt I wasted my time."
"Review contains spoilersThe premise of the story sounded great. Two men who grew up together, one gay, the other straight have to marry/bond for their clans to strike a peace. You see the guys aren't just guys they are werewolves. So, we have two great cliches in one story: 1.) forced arranged marriage and 2.) paranormal/werewolves.However, while the story has some hot chemistry between the two leads, Hayden and Josh, the overall drama is told in flashbacks, which take away from the present day tale. Plus, Samhain nor the author don't warn for the out-of-the-blue rape that occurs to one of the heroes by some off-screen criminals (which did nothing to advance the plot), and seemed pointless. So I can only give the book 3 stars. The premise had promise, but did not come to full frution.","The premise of the story sounded great. Two men who grew up together, one gay, the other straight have to marry/bond for their clans to strike a peace. You see the guys aren't just guys"
